data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
1368895,760,SYR17448,17448,15-Dec-17,2017,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,As-Sweida,As-Sweida,Mazra'a,Mazra'a - Sijn,32.782,36.48,2,http://www.syriahr.com/en/?p=80699,Other-local,Unidentified gunmen shot at a car on the road from Mazra'a to Najran which left one dead and three injured.,1,1524053833,SYR
1369198,760,SYR17380,17380,13-Dec-17,2017,1,Violence against civilians,Police Forces of Syria (2000-),,1,Civilians (Syria),Prisoners (Syria),7,17,Middle East,Syria,Rural Damascus,At Tall,Sidnaya,Sidnaya Military Prison,33.6653,36.329,2,http://www.syriahr.com/en/?p=80557,Other-local,"A civilian from Sayda town in Dar'a countryside was killed in the Syrian regime's security detention camps, after being arrested five years ago.",1,1524053833,SYR
1369584,760,SYR17331,17331,11-Dec-17,2017,1,Violence against civilians,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),,7,78,Middle East,Syria,Idleb,Harim,Salqin,Azmarin,36.056,36.4014,2,SOHR_Facebook_http://www.syriahr.com/en/?p=80375,Other-local,A man was shot and killed by Turkish border guards as he attempted to cross into Turkish territory near Azmarin in the countryside of Idleb.,1,1524053834,SYR
1369595,760,SYR17335,17335,11-Dec-17,2017,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Deir-ez-Zor,Al Mayadin,Ashara,Ashara,34.9174,40.5609,1,SOHR_Website_http://www.syriahr.com/en/?p=80329,Other-local,A man was killed in Ashara town in eastern Deir-ez-Zor by a sniper bullet fired from the opposite bank of the Euphrates River.,1,1524053834,SYR
1369598,760,SYR17313,17313,11-Dec-17,2017,1,Violence against civilians,Islamist Militia (Syria),Military Forces of Turkey (2016-),3,Civilians (Syria),Islamic State (Syria); Civilians (Palestine),7,37,Middle East,Syria,Aleppo,Jebel Saman,Jebel Saman,Aleppo,36.206,37.1524,3,SOHR_Facebook_http://www.syriahr.com/en/?p=80375,Other-local,"Fighters from an Islamist faction affiliated with Turkish operations executed 4 people who were being detained in its prisons, likely in the Aleppo governorate. The detainees were executed by gunshot under charges of being ""security members"" of the Islamic State. They were reportedly originally detained when they attempted to cross into Turkish territory. One of the detainees was a Palestinian who claimed to have come from Gaza to work as a security member in Al Bab city.",4,1524053834,SYR
1370367,760,SYR17159,17159,7-Dec-17,2017,1,Violence against civilians,Khalid ibn al-Walid Army,,2,Civilians (Syria),,7,27,Middle East,Syria,Dar'a,Izra',Tassil,Tassil,32.8355,35.9718,1,SOHR_Website_ http://www.syriahr.com/en/?p=80170,Other-local,"Khalid ibn al-Walid Army fighters publicly executed 3 young men by gunshot in the town of Tassil in the Yarmouk Basin area of Dar'a on charges of ""dealing with the rebel and Islamic factions.""",3,1524053834,SYR
1370368,760,SYR17158,17158,7-Dec-17,2017,1,Violence against civilians,Khalid ibn al-Walid Army,,2,Civilians (Syria),,7,27,Middle East,Syria,Dar'a,Dar'a,Ash-Shajara,Sahm El Golan,32.7826,35.9354,1,SOHR_Website_ http://www.syriahr.com/en/?p=80170,Other-local,"Khalid ibn al-Walid Army fighters publicly executed 2 young men by gunshot in the town of Sahm El Golan in the Yarmouk Basin area of Dar'a on charges of ""dealing with the rebel and Islamic factions.""",2,1524053834,SYR
1370890,760,SYR17034,17034,4-Dec-17,2017,1,Violence against civilians,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),,7,78,Middle East,Syria,Idleb,Harim,Dana,Bab El Hawa,36.2308,36.692,3,SOHR_Website_ http://www.syriahr.com/en/?p=79995; SOHR_Website_ http://www.syriahr.com/en/?p=79992,Other-local,"A man from Deir-ez-Zor governorate died after being shot by Turkish border guards as he attempted to cross into turkey from Idleb, coded at the Bab El Hawa crossing.",1,1524053835,SYR
1371470,760,SYR16903,16903,30-Nov-17,2017,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Homs,Homs,Homs,Homs - Baba Amr,34.7119,36.6921,1,SOHR_Website_http://www.syriahr.com/en/?p=79687,Other-local,A man and his son were found dead in the regime-controlled Baba Amr neighborhood of Homs city after having gone missing 2 months prior. The circumstances of their deaths were unknown.,2,1524053835,SYR
1371645,760,SYR16837,16837,29-Nov-17,2017,1,Violence against civilians,HTS: Hayat Tahrir al-Sham,,2,Civilians (Syria),Militia (Pro-Government),7,27,Middle East,Syria,Aleppo,As-Safira,Banan,Banan,35.9727,37.2966,2,http://www.syriahr.com/en/?p=79602,Other-local,Hayat Tahrir al-Sham executed a recently captured militant of the gunmen loyal to the Syrian army after they captured him during the battles in the southern countryside of Aleppo.,1,1524053835,SYR
1371651,760,SYR16836,16836,29-Nov-17,2017,2,Violence against civilians,Jaysh Osama,HTS: Hayat Tahrir al-Sham,3,Civilians (Syria),Militia (Pro-Government),7,37,Middle East,Syria,Aleppo,As-Safira,Khanaser,Big Hajjara,35.766,37.4669,2,SOHR_Website_http://www.syriahr.com/en/?p=79681,Other-local,"SOHR received a video showing fighters from the Jaysh Osama group of Hayat Tahrir al-Sham executing a man they claimed was a pro-regime gunman by gunshot. The HTS fighters asked the man ""Sharia questions"" before carrying out his execution. The man was reportedly captured in the Big Hajjara area of southern Aleppo.",1,1524053835,SYR
1371611,760,SYR16843,16843,29-Nov-17,2017,2,Violence against civilians,Islamic State (Syria),,2,Civilians (Syria),Military Forces of Syria (2000-); Military Forces of Syria (2000-) Syrian Arab Air Force; Militia (Pro-Government),7,27,Middle East,Syria,Deir-ez-Zor,Deir-ez-Zor,Deir-ez-Zor,Deir-ez-Zor,35.3319,40.1461,3,SOHR_Website_http://www.syriahr.com/en/?p=79681; SOHR_Website_http://www.syriahr.com/en/?p=79663,Other-local,"The Islamic State released a video of its fighters executing around 15 members of the regime and allied militia forces in 3 rounds of executions and beheadings. Among those executed was an Iraqi pro-regime militia member as well as a Syrian Air Force pilot, Captain Azzam Eid, who was burned to death after IS fighters said he pilot was ""Isma'ili"". Captain Eid was captured by IS after his plane crashed in Tal Dakweh in Rural Damascus on April 22, 2016. The video took place somewhere in the Syrian desert, likely in eastern Deir-ez-Zor.",15,1524053835,SYR
1372659,760,SYR16641,16641,23-Nov-17,2017,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,As-Sweida,Shahba,Ariqa,Harran,32.8885,36.3853,2,http://www.syriahr.com/en/?p=79269,Other-local,"7 civilians, 6 of them from the same family, while travelling in a minibus which was targeted by an unknown armed group on the road connecting between the villages of Harran and al-Dwira in the countryside of As-Sweida.",7,1524053836,SYR
1372857,760,SYR16548,16548,22-Nov-17,2017,1,Violence against civilians,Asayish (Syria),,2,Civilians (Syria),,7,27,Middle East,Syria,Al-Hasakeh,Quamishli,Amuda,Kherbet Elsawda,36.9177,40.8581,1,http://www.syriahr.com/en/?p=79160,Other-local,"The Military Intelligence of the Kurdish Forces raided Kherbet Elsawda village west of Tal Tamr town in Al-Hasakeh northern countryside looking for a young man who had fled from a camp on the road of Quamishli -Tal Tamr, after he was taken to serve in 'self-defense duty', residents confirmed that the patrol arrested his 13-year-old brother, and the residents accused the Military Intelligence of the Kurdish Forces of arresting the child as a hostage and detaining him until his brother hands himself over.",0,1524053836,SYR
1372863,760,SYR16554,16554,22-Nov-17,2017,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),Syrian Civil Defense,7,37,Middle East,Syria,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin,36.0139,36.6727,1,http://www.syriahr.com/en/?p=79152,Other-local,"The body of a member of the civil defense was found in the north of Ma'arrat Tamasrin town in the northern countryside of Idleb, and the circumstances and the reasons of killing him are unknown until now.",1,1524053836,SYR
1373186,760,SYR16468,16468,20-Nov-17,2017,1,Violence against civilians,Military Forces of Syria (2000-),,1,Civilians (Syria),,7,17,Middle East,Syria,Quneitra,Quneitra,Khan Arnaba,Jbata Elkhashab,33.2264,35.8319,2,SOHR_Website_http://www.syriahr.com/en/?p=79033; SOHR_Website_http://www.syriahr.com/en/?p=79055,Other-local,"Regime forces targeted the Jbata Elkhashab area of Quneitra with heavy machine gun fire and shells, killing 3 civilians and injuring others.",3,1524053837,SYR
1373196,760,SYR16457,16457,20-Nov-17,2017,1,Violence against civilians,Islamic State (Syria),,2,Civilians (Syria),,7,27,Middle East,Syria,Hama,As-Salamiyeh,As-Saan,Kasmur al-Shekhaiter,35.3627,37.3954,1,SOHR_Website_http://www.syriahr.com/en/?p=79054,Other-local,"An IS fighter detonated a car bomb in Kasmur al-Shekhaiter village, causing an unknown number of fatalities, coded as 10.",11,1524053837,SYR
1373360,760,SYR16442,16442,19-Nov-17,2017,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),Refugees/IDPs (Syria),7,37,Middle East,Syria,Idleb,Al Ma'ra,Heish,Tah,35.5407,36.7264,1,SOHR_Website_http://www.syriahr.com/en/?p=79007,Other-local,"An unidentified gunman opened fire in a square in Tah town in southern Idleb, killing a displaced civilian and injuring other civilians.",1,1524053837,SYR
1373368,760,SYR16434,16434,19-Nov-17,2017,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Dar'a,Dar'a,Dar'a,Dar'a,32.6241,36.1049,3,SOHR_Website_http://www.syriahr.com/en/?p=79006,Other-local,"Unidentified gunmen assassinated a man of unknown affiliation on Al-Ashari road in Dar'a, where they shot the man and fled the scene.",1,1524053837,SYR
1373361,760,SYR16441,16441,19-Nov-17,2017,2,Violence against civilians,QSD: Syrian Democratic Forces,MDA: Deir ez-Zor Military Council; Shaitat Tribal Militia (Syria),2,Civilians (Syria),Islamic State (Syria),7,27,Middle East,Syria,Deir-ez-Zor,Deir-ez-Zor,Deir-ez-Zor,Deir-ez-Zor,35.3319,40.1461,3,SOHR_Website_http://www.syriahr.com/en/?p=79016,Other-local,"SOHR received a video and photos showing the execution of 3 Islamic State fighters in eastern Deir-ez-Zor, where Shaitat clan members of the Deir-ez-Zor Military Council of the Syrian Democratic Forces killed them in retaliation for IS executions of around 1,000 members of the clan in past years.",3,1524053837,SYR
1373700,760,SYR16296,16296,17-Nov-17,2017,1,Violence against civilians,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),,7,78,Middle East,Syria,Idleb,Harim,Dana,Bab El Hawa,36.2308,36.692,2,http://www.syriahr.com/en/?p=78799,Other-local,"A young man died affected by the injury he had after being attacked by the Turkish border guard forces, while he was trying to cross to Turkey.",1,1524053837,SYR
1373713,760,SYR16281,16281,17-Nov-17,2017,1,Violence against civilians,Islamic State (Syria),,2,Civilians (Syria),QSD: Syrian Democratic Forces,7,27,Middle East,Syria,Deir-ez-Zor,Abu Kamal,Hajin,Hajin,34.6869,40.8392,1,http://www.syriahr.com/en/?p=78807; http://www.syriahr.com/en/?p=78812,Other-local,"The Islamic State executed 2 civilians in Hajin town in Deir-ez-Zor countryside one of them was executed on charge of 'insulting Allah,' while the other one was executed on charges of 'magic and sorcery.' They also executed 2 fighters of the Syrian Democratic forces in Hajin after they captured them during the clashes in Thiban and Tayyana.",4,1524053837,SYR
1373864,760,SYR16227,16227,16-Nov-17,2017,1,Violence against civilians,Abu al-Walid Battalion,Operation Euphrate Shield,3,Civilians (Syria),,7,37,Middle East,Syria,Aleppo,Jarablus,Jarablus,Jarablus,36.8145,38.0099,2,SOHR_Website_http://www.syriahr.com/en/?p=78789; LiveUMap_https://twitter.com/24Aleppo/status/931231226903646208; LiveUMap_https://twitter.com/shamfront2011/status/931280710052274176; LiveUMap_https://twitter.com/AlDorarAlShamia/status/931285455701716992,Other-local,"Fighters from the Division 9 Special Forces, or ""Uncle Abu al-Walid Battalion,"" which fights under the Turkish-backed Operation Euphrates Shield, tortured a young man in the vicinity of Jarablus on charges of ""stealing 7000 Syrian pounds which is about US $17."" The fighters beat and insulted the man, then tied the man's foot to a truck and dragged him behind the vehicle for tens of meters. Members of other Euphrates Shield factions, including from Levant Front, later arrested the leader of the battalion as well as other fighters who had taken part in the assault. The young man's condition was unknown.",0,1524053837,SYR
1373990,760,SYR16214,16214,15-Nov-17,2017,1,Violence against civilians,Police Forces of Syria (2000-),,1,Civilians (Syria),Prisoners (Syria),7,17,Middle East,Syria,Rural Damascus,At Tall,Sidnaya,Sidnaya Military Prison,33.6653,36.329,3,SOHR_Website_http://www.syriahr.com/en/?p=78691,Other-local,"A man from Tadmor died under torture in an unidentified regime prison, coded at Sidnaya, after being arrested 2 years prior.",1,1524053837,SYR
1374175,760,SYR16171,16171,14-Nov-17,2017,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Idleb,Idleb,Bennsh,Foah,35.982,36.7036,1,SOHR_Website_http://www.syriahr.com/en/?p=78624; SOHR_Website_http://www.syriahr.com/en/?p=78681,Other-local,A young man died of injuries sustained by a sniper bullet on the outskirts of Foua town in northeastern Idleb.,1,1524053838,SYR
1374215,760,SYR16128,16128,14-Nov-17,2017,1,Violence against civilians,Protesters (Syria),,6,HTS: Hayat Tahrir al-Sham,,2,26,Middle East,Syria,Aleppo,Jebel Saman,Atareb,Atareb,36.1379,36.8284,1,SOHR_Website_http://www.syriahr.com/en/?p=78625; LiveUMap_https://twitter.com/huseyinbozan/status/930415493676261376,Other-local,"Civilians in Atareb town in western Aleppo held a demonstration on the town's outskirts in order to prevent a convoy of Hayat Tahrir al-Sham fighters from moving towards the area where clashes have been taking place between HTS and the Nour al-Din al-Zinki Movement. An HTS opened fire on demonstrators, injuring 3 of them an leading to increased tensions between HTS and civilians in the area. No fatalities reported.",0,1524053838,SYR
1374397,760,SYR16106,16106,13-Nov-17,2017,1,Violence against civilians,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),,7,78,Middle East,Syria,Idleb,Harim,Dana,Bab El Hawa,36.2308,36.692,3,http://www.syriahr.com/en/?p=78456,Other-local,A boy was tortured and killed by Turkish border guards after he attempted to enter Turkey from Idleb province. Coded location to the Bab El Hawa.,1,1524053838,SYR
1374399,760,SYR16104,16104,13-Nov-17,2017,1,Violence against civilians,Military Forces of Syria (2000-),,1,Civilians (Syria),,7,17,Middle East,Syria,Homs,Ar-Rastan,Ar-Rastan,Ar-Rastan,34.9241,36.7312,1,http://www.syriahr.com/en/?p=78489,Other-local,Regime snipers injured a woman and her child in the city of Ar-Rastan.,0,1524053838,SYR
1374579,760,SYR16040,16040,12-Nov-17,2017,1,Violence against civilians,Military Forces of Syria (2000-),Militia (Pro-Government),1,Civilians (Syria),,7,17,Middle East,Syria,Deir-ez-Zor,Al Mayadin,Ashara,Sbeikhan,34.8503,40.5991,1,http://www.syriahr.com/en/?p=78371,Other-local,"Regime warplanes and artillery struck the towns and villages of Al-Safafnah, Abbas, Subakhan, Abu Hamam, and al-Marashdah resulting in 26 fatalities, spread over the events.",5,1524053838,SYR
1374588,760,SYR16029,16029,12-Nov-17,2017,1,Violence against civilians,Military Forces of Syria (2000-),Militia (Pro-Government),1,Civilians (Syria),,7,17,Middle East,Syria,Deir-ez-Zor,Abu Kamal,Susat,Marashdeh,34.5043,40.9291,1,http://www.syriahr.com/en/?p=78371,Other-local,"Regime warplanes and artillery struck the towns and villages of Al-Safafnah, Abbas, Subakhan, Abu Hamam, and al-Marashdah resulting in 26 fatalities, spread over the events.",5,1524053838,SYR
1374564,760,SYR16028,16028,12-Nov-17,2017,1,Violence against civilians,Military Forces of Syria (2000-),Militia (Pro-Government),1,Civilians (Syria),,7,17,Middle East,Syria,Deir-ez-Zor,Abu Kamal,Hajin,Abu Hamam,34.8351,40.6682,1,http://www.syriahr.com/en/?p=78371,Other-local,"Regime warplanes and artillery struck the towns and villages of Al-Safafnah, Abbas, Subakhan, Abu Hamam, and al-Marashdah resulting in 26 fatalities, spread over the events.",5,1524053838,SYR
1374591,760,SYR16026,16026,12-Nov-17,2017,1,Violence against civilians,Military Forces of Syria (2000-),Militia (Pro-Government),1,Civilians (Syria),,7,17,Middle East,Syria,Deir-ez-Zor,Abu Kamal,Jalaa,Abbas,34.6906,40.7983,2,http://www.syriahr.com/en/?p=78371,Other-local,"Regime warplanes and artillery struck the towns and villages of Al-Safafnah, Abbas, Subakhan, Abu Hamam, and al-Marashdah resulting in 26 fatalities, spread over the events.",11,1524053838,SYR
1374768,760,SYR15973,15973,11-Nov-17,2017,1,Violence against civilians,Islamist Militia (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Homs,Homs,Taldu,Mrimin,34.8868,36.4391,1,SOHR Website_http://www.syriahr.com/en/?p=78270,Other-local,A man was injured after Islamist faction fighters fired on the village of Mrimin.,0,1524053838,SYR
1374776,760,SYR15963,15963,11-Nov-17,2017,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),Government of Syria (2000-),7,37,Middle East,Syria,Idleb,Idleb,Idleb,Idleb,35.929,36.6353,1,SOHR Website_http://www.syriahr.com/en/?p=78305,Other-local,Unidentified gunmen shot at an official working for the city administration in Idleb. No information about injuries reported.,0,1524053838,SYR
1374793,760,SYR15945,15945,11-Nov-17,2017,1,Violence against civilians,Military Forces of Syria (2000-),,1,Civilians (Syria),,7,17,Middle East,Syria,Homs,Ar-Rastan,Ar-Rastan,Ar-Rastan,34.9241,36.7312,1,SOHR Website_http://www.syriahr.com/en/?p=78322,Other-local,A child was injured by a regime sniper in the town of Ar-Rastan.,0,1524053838,SYR
1374927,760,SYR15922,15922,10-Nov-17,2017,1,Violence against civilians,HTS: Hayat Tahrir al-Sham,,2,Civilians (Syria),,7,27,Middle East,Syria,Idleb,Idleb,Idleb,Nayrab,35.8692,36.7183,1,SOHR Website_http://www.syriahr.com/en/?p=78242,Other-local,HTS fighters raided a house in the town of Nayrab and killed five civilians that were accused of being a sleepercell for the Islamic State.,5,1524053838,SYR
1374936,760,SYR15914,15914,10-Nov-17,2017,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Dar'a,Izra',Jasim,Jasim,32.9912,36.0602,1,SOHR Website_http://www.syriahr.com/en/?p=78234,Other-local,The body of a media activist was found in the town of Jasim.,1,1524053838,SYR
1374934,760,SYR15915,15915,10-Nov-17,2017,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Deir-ez-Zor,Deir-ez-Zor,Khasham,Jdid Ekeidat,35.2551,40.3529,1,SOHR Website_http://www.syriahr.com/en/?p=78200,Other-local,A woman in the QSD-controlled village of Jdid Ekeidat was killed by an unidentified sniper.,1,1524053838,SYR
1375088,760,SYR15895,15895,9-Nov-17,2017,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Dar'a,Dar'a,Mzeireb,Mzeireb,32.7068,36.0267,1,http://www.syriahr.com/en/?p=78160,Other-local,A person was assassinated by unknown gunmen in the town of Mzeireb.,1,1524053838,SYR
1375292,760,SYR15807,15807,8-Nov-17,2017,1,Violence against civilians,Islamic State (Syria),,2,Civilians (Syria),,7,27,Middle East,Syria,Deir-ez-Zor,Deir-ez-Zor,Deir-ez-Zor,Deir-ez-Zor,35.3319,40.1461,3,SOHR_Website_http://www.syriahr.com/en/?p=78081,Other-local,"Islamic State fighters executed 2 men in the eastern countryside of Deir-ez-Zor on charges of ""dealing and communicating with regime forces.""",2,1524053839,SYR
1375477,760,SYR15763,15763,7-Nov-17,2017,1,Violence against civilians,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),,7,78,Middle East,Syria,Idleb,Harim,Dana,Bab El Hawa,36.2308,36.692,3,SOHR_Website_http://www.syriahr.com/en/?p=77992,Other-local,"2 men were killed after being shot by Turkish Border Guards as they attempted to cross the border from the northern countryside of Idleb, coded at Bab El Hawa.",2,1524053839,SYR
1375514,760,SYR15723,15723,7-Nov-17,2017,2,Violence against civilians,HTS: Hayat Tahrir al-Sham,,2,Civilians (Syria),,7,27,Middle East,Syria,Idleb,Idleb,Idleb,Nayrab,35.8692,36.7183,2,SOHR_Website_http://www.syriahr.com/en/?p=78007,Other-local,"Hayat Tahrir al-Sham fighters carried out a raid on a house in the Nayrab area of Idleb, resulting in the death of at least 5 people after being shot by HTS fighters under accusations of being an Islamic State ""sleeper cell.""",5,1524053839,SYR
1375940,760,SYR15654,15654,5-Nov-17,2017,1,Violence against civilians,Police Forces of Syria (2000-),,1,Civilians (Syria),Prisoners (Syria),7,17,Middle East,Syria,Rural Damascus,At Tall,Sidnaya,Sidnaya Military Prison,33.6653,36.329,3,SOHR_Website_http://www.syriahr.com/en/?p=77918,Other-local,2 brothers from Jizeh town in Dar'a died under torture in unidentified regime detention centers after being arrested 6 years prior. Coded at Sidnaya Prison.,2,1524053839,SYR
1375944,760,SYR15649,15649,5-Nov-17,2017,1,Violence against civilians,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),,7,78,Middle East,Syria,Idleb,Jisr-Ash-Shugur,Darkosh,Dorriyeh,35.9931,36.3097,2,SOHR_Website_http://www.syriahr.com/en/?p=77936,Other-local,A child was killed and others were injured when Turkish border guards opened rifle fire of civilians attempting to cross the border in the Dorriyeh area of northern Idleb.,1,1524053839,SYR
1375959,760,SYR15633,15633,5-Nov-17,2017,3,Violence against civilians,Islamic State (Syria),,2,Civilians (Syria),,7,27,Middle East,Syria,Aleppo,Al Bab,Dayr Hafir,Dayr Hafir,36.156,37.7093,1,SOHR_Website_http://www.syriahr.com/en/?p=77890,Other-local,The bodies of 8 persons were found in Dayr Hafir town. Sources suggest that they were killed by Islamic State fighters during its control over the area.,8,1524053839,SYR
1375971,760,SYR15619,15619,5-Nov-17,2017,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Idleb,Ariha,Ariha,Ariha,35.814,36.6102,1,SOHR_Website_http://www.syriahr.com/en/?p=77909,Other-local,"A missile that was in the possession of a man thought to be a weapons dealer exploded in Ariha city, killing 5 people, including a man and 3 of his children, injuring at least 7 others, and caused extensive civilian property damage.",5,1524053839,SYR
1376138,760,SYR15575,15575,4-Nov-17,2017,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Dar'a,As-Sanamayn,As-Sanamayn,Hara,33.0553,36.0058,1,SOHR Website_http://www.syriahr.com/en/?p=77824,Other-local,An unidentified group targeted a home in Hara in the northern countryside of Dar'a with a grenade. Two children were killed in the explosion.,2,1524053839,SYR
1376104,760,SYR15612,15612,4-Nov-17,2017,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Dar'a,As-Sanamayn,As-Sanamayn,Al-Harra,33.0569,36.0068,1,SOHR_Website_http://www.syriahr.com/en/?p=77908,Other-local,An accidental grenade explosion killed a child in Al-Harra town in Dar'a.,1,1524053839,SYR
1376352,760,SYR15513,15513,3-Nov-17,2017,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Dar'a,As-Sanamayn,As-Sanamayn,Hara,33.0553,36.0058,1,SOHR Website_http://www.syriahr.com/en/?p=77716,Other-local,A grenade from an unidentified group was thrown into the Hara area of the northern countryside of Dar'a. Two children were killed as a result.,2,1524053839,SYR
1376399,760,SYR18042,18042,3-Nov-17,2017,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Quneitra,Quneitra,Quneitra,Majdal Shams,33.27,35.7697,1,Agence France Press; Xinhua General News Service,International,A Syrian man from Israeli-occupied village of Majdal Shams in the Golan Heights was wounded Friday by gunfire emanating from the Syrian side of the border. The man was lightly wounded and was treated at the scene.,0,1524053839,SYR
1376785,760,SYR15405,15405,1-Nov-17,2017,1,Violence against civilians,QSD: Syrian Democratic Forces,,2,Civilians (Syria),,7,27,Middle East,Syria,Deir-ez-Zor,Al Mayadin,Thiban,Thiban,35.0114,40.5047,1,SOHR Website_http://www.syriahr.com/en/?p=77593,Other-local,One man and his mother were shot and killed on the road to Ziban town on the eastern banks of the Euphrates River. QSD was accused of shooting them while they were trying to reach Ziban town located in the eastern countryside of Deir-ez-Zor.,2,1524053840,SYR
1376780,760,SYR15322,15322,1-Nov-17,2017,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Aleppo,Jebel Saman,Jebel Saman,Aleppo,36.206,37.1524,2,SOHR Website_http://www.syriahr.com/en/?p=77608,Other-local,Unidentified gunmen kidnapped the manager of the Directorate of Education of Free Aleppo in the western countryside of Aleppo. No casualties reported.,0,1524053840,SYR
1376865,760,SYR15318,15318,1-Nov-17,2017,1,Violence against civilians,Islamist Militia (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Aleppo,Al Bab,Al Bab,Al Bab,36.3697,37.5149,1,SOHR Website_http://www.syriahr.com/en/?p=77598,Other-local,One young man was shot by a fighter who belongs to an Islamic movement during a verbal altercation that evolved into a quarrel between them in Al-Bab city in Aleppo governorate. The young man was a former fighter of a rebel faction. Also his parents were wounded in the shooting that took place at the victim's home.,1,1524053840,SYR
1377025,760,SYR15301,15301,31-Oct-17,2017,1,Violence against civilians,Police Forces of Syria (2000-),,1,Civilians (Syria),Prisoners (Syria),7,17,Middle East,Syria,Rural Damascus,At Tall,Sidnaya,Sidnaya Military Prison,33.6653,36.329,2,SOHR Website_http://www.syriahr.com/en/?p=77462,Other-local,Two citizens from Aqraba town in the countryside of Dar'a were killed under torture in regime's security detentions after about 5 years of being arrested.,2,1524053840,SYR
1377037,760,SYR15288,15288,31-Oct-17,2017,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Dar'a,Dar'a,Mseifra,Karak,32.6862,36.3501,1,SOHR Website_http://www.syriahr.com/en/?p=77462,Other-local,"A person was killed and two others were injured in the town of Karak in Dar'a countryside, after being shot inside one of the houses in the town by members of the court who have raided the house looking for someone who is 'wanted', who killed a person and injured two others. The court accused them of 'planting IEDs and carrying out assassinations in the countryside of Dar'a'",1,1524053840,SYR
1377397,760,SYR15184,15184,29-Oct-17,2017,1,Violence against civilians,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),,7,78,Middle East,Syria,Idleb,Harim,Harim,Harim,36.2126,36.5207,2,SOHR Website_http://www.syriahr.com/en/?p=77376,Other-local,"A child was killed and a number of persons were injured, after being shot by snipers of the Turkish border guard forces, while they were picking olives in their land adjacent the border line, near Harim city in the northern countryside of Idleb",1,1524053840,SYR
1377382,760,SYR15201,15201,29-Oct-17,2017,1,Violence against civilians,HTS: Hayat Tahrir al-Sham,,2,Civilians (Syria),,7,27,Middle East,Syria,Idleb,Harim,Dana,Sarmada,36.1866,36.7239,1,SOHR Website_http://www.syriahr.com/en/?p=77376,Other-local,"3 people were shot by a member of the securities of HTS in Sarmada town in the northern countryside of Idleb, no fatalities were reported.",0,1524053840,SYR
1377601,760,SYR15122,15122,28-Oct-17,2017,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Dar'a,Dar'a,Dar'a,Dar'a,32.6241,36.1049,2,SOHR Website_http://www.syriahr.com/en/?p=77306,Other-local,"The body of a beheaded man was found in Al-Tariq al-Harbi, southwest of Dar'a city. The circumstances of his death are unknown.",1,1524053840,SYR
